DLN,EIN,FILING_TYPE,IRS990EZ_p3_DscrptnPrgrmSrvcAccmTxt,IRS990EZ_p3_PrmryExmptPrpsTxt,IRS990PF_p16b_RltnshpSttmntTxt,IRS990PF_p9a_DscrptnTxt,IRS990ScheduleO_ExplntnTxt,IRS990_p1_ActvtyOrMssnDsc,IRS990_p3_DscS,IRS990_p3_MssnDsc,OBJECT_ID,RETURN_ID,RETURN_TYPE,SUB_DATE,TAXPAYER_NAME,TAX_PERIOD,YEAR,Real_Year,ACCPER,ADDRESS,ASSETS,CASSETS,CFINSRC,CITY,CTAXPER,CTOTREV,EPOST,FILER,FIPS,FISYR_IMAGE,FNDNCD,FRCD,GEN,INCOME,IRS990n,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,MSA_NECH,NAICS,NAME,NTEE1,NTEECC,NTEECONF,NTEEFINAL,NTEESRC,NTMAJ10,NTMAJ12,NTMAJ5,OUTNCCS,OUTREAS,PFFRCD,PMSA,RANDNUM,RULEDATE,RandNum,SEC_NAME,STATE,SUBSECCD,TAXPER,YEAR_NCCS,ZFILER,ZIP5,cAssets,cFiler,cFinSrc,cTaxPer,cTotRev,czFiler,nteeConf,nteeFinal,nteeFinal1,ntmaj10,ntmaj12,ntmaj5
9.34933E+13,752896986,EFILE,,,,,,"TO INSPIRE MEN TO BE REAL MEN AS THEY FOLLOW THE MODEL OF THE GREATEST MAN - JESUS CHRIST. TO PROVIDE AN ENVIRONMENT WHERE MEN CAN FEARLESSLY PURSUE THEIR SPIRITUAL DEVELOPMENT. TO PROVIDE SUPPORT FOR DEVELOPMENT, MINISTRY OPPORTUNITIES, ACCOUNTABILITY, LEADERSHIP, AND FELLOWSHIP.","IN 2014, THE MASTER'S MEN SERVED APPROXIMATELY 20,000 MEN AND THEIR FAMILIES, GLOBALLY, THROUGH OUR STAFF MINISTERS (13), VOLUNTEER NETWORK (500 MEN), AND INANIMATE RESOURCES OF WEB SITES, SOCIAL MEDIA MESSAGING, ELECTRONIC AND PRINTED MATERIALS AS WELL AS OUR INTERNATIONAL AFFILIATES AND LOCAL CHAPTERS. WE HAVE ALSO BROADCAST MESSAGES LOCALLY AND IN OUR MEDIA MEDIUMS AND PREACHED THE GOSPEL AT SEVERAL CONFERENCES. WE ALSO HELD SEVERAL EVANGELISTIC OUTREACHES AND PROVIDED CHAPLAINS TO BUSINESSES AS WELL AS NASCAR AND ARCA RACE TEAMS. THE GOOD NEWS IN 2014 WAS THE CONTINUED GROWTH IN OUR INTERNATIONAL MINISTRY THROUGH WEB SITES AND SOCIAL MEDIA AND INTERNATIONAL TRIPS FROM OUR STAFF.OUR INTERNATIONAL MINISTRY IS CONTINUING TO GROW WITH THE ADDITION OF INDIA THIS YEAR AND HUMANITARIAN PROJECTS IN BOTH AFRICA (CHICKEN FARM) AND INDIAN (COMMUNITY WATER WELL). WE CONTINUED TO TRAIN TEAM LEADERS OVERSEAS AS WELL AS STATES SIDE. WE CONTINUE TO NETWORK MEN TOGETHER TOWARD AN EFFECTIVE ""GROUP"" DISCIPLESHIP MODEL AND WE CONTINUE TO PREACH THE GOSPEL AND TEACH THE BIBLE TO THE MEN IN THOSE GROUPS, WHICH WE CALL ""TEAMS"". WE ALSO USE A HOST OF ONLINE MEDIA RESOURCES TO REACH AND TEACH MEN AS WELL AS PROVIDING OUR PRINT MATERIAL.THE MASTER'S MEN CHAPTER IN COLORADO HAS GROWN DRAMATICALLY TO OVER 50 MEN. NOW WE WILL FOCUS IN GETTING THOSE ""GATHERED"" MEN INTO SMALL GROUPS (TEAMS) SO THEY CAN DEVELOP A DEEPER RELATIONSHIP WITH EACH OTHER AND WITH JESUS.FINALLY, WE CONTINUE TO OFFER PASTORAL SERVICE THROUGH OUR COMPASSION MINISTRIES AS COMMUNITY CHAPLAINS TO MEN AND THEIR FAMILIES THAT WE SERVE IN THE VARIOUS CITIES WHERE WE HAVE CONSTITUENTS. OUR USA MAIN PLACES OF MINISTRY ARE CA, TX AND NC. WE ALSO PROVIDE CHAPLAINCY CARE IN COMPANIES IN DALLAS AS WELL AS RACE SHOPS IN CHARLOTTE; WHERE WE SERVE THE PROFESSIONAL RACERS OF NASCAR AND ARCA SERIES. WE CONTINUE TO BE ENGAGED IN THOUSANDS OF HOURS OF ONE-ON-ONE COUNSELING AND EMOTIONAL/SPIRITUAL SUPPORT OF MEN IN DISTRESS AS WE SERVED MEN AROUND THE COUNTRY. WE CONDUCTED SEVERAL MARRIAGES AND FUNERALS AS WELL AS BABY DEDICATIONS AS PART OF OUR FAMILY PASTORAL MINISTRY. THIS IS KNOWN AS MASTER'S MEN RACING.IN THIS WAY, MASTER'S MEN SEEKS TO REPAIR BROKEN MEN IN ORDER TO RESTORE FAMILIES FROM FRAGMENTATION TO HEALTH AND UNITY IN CHRIST. BY POSITIVELY AFFECTING THE MEN, WE CAN IMPROVE THE WHOLE CULTURE OF THE FAMILY, SERVING BETTER THE NEED OF THE WOMEN AND CHILDREN OF THE MEN WE REACH THROUGH MASTER'S MEN.","TO INSPIRE MEN TO BE REAL MEN AS THEY FOLLOW THE MODEL OF THE GREATEST MAN - JESUS CHRIST. TO PROVIDE AN ENVIRONMENT WHERE MEN CAN FEARLESSLY PURSUE THEIR SPIRITUAL DEVELOPMENT. TO PROVIDE SUPPORT FOR DEVELOPMENT, MINISTRY OPPORTUNITIES, ACCOUNTABILITY, LEADERSHIP AND FELLOWSHIP.",2.02E+17,13155498,990,1/28/2016,MASTERS MEN,201412,2016,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34923E+13,465531708,EFILE,"PROVIDE ELECTRICITY SUPPLY FOR THE POOR PEOPLE THROUGH SMALL SCALE RENEWABLE ENERGY SOLUTIONS INCLUDING WIND,SOLAR AND HYDRO.TO HELP LOW INCOME OR DISADVANTAGED COMMUNITIES TO SAVE AS MUCH AS ENERGY COST BY UTILIZING SOLAR/WIND ENERGY AS ALTERNATIVE ENERGY SOURCE.##THE ORGANIZATION ENABLES COMMUNITIES IN NEED TO SAVE AS MUCH AS ENERGY COST BY UTILIZING SOLAR/WIND ENERGY AS ALTERNATIVE ENERGY SOURCE BY USING SUSTAINABLE AND PRACTICAL SOLUTION. THE MISSION OF THE NO PROFIT ORGANIZATION IS TO USE LOW COST, SMALL SCALE GREEN ENERGY SOLUTIONS TO HELP PEOPLE TO LIVE BETTER LIFE.##THE ORGANIZATION'S INITAL GOAL IS TO USE SOLAR ENERGY TO OFFSET PARTIAL ELECTRICITY USAGE OF HEAD START PROGRAM. THE ULTIMATE GOAL IS REPLACE PROGRAM'S ENTIRE ELECTRICITY USAGE.",PROVIDE ELECTRICITY SUPPLY FOR POOR PEOPLE,,,,,,,2.02E+17,13156540,990EZ,1/28/2016,RENEWABLE ENERGY FOR BETTER LIFE FOUNDATION,201412,2016,2014,12,7523 MIDBURY DR,10000,,,DALLAS,,,Z,Y,48113,,15,2,0,10000,0,PC,O,EN,C,C,1920,813312,RENEWABLE ENERGY FOR BETTER LIFE FOUNDATION,C,C35,,,,,,,IN,,,,,201501,0.05961,,TX,3,201412,2016,N,75230,10000,Y,bmf1608c3,201412,10000,N,A,C35,C,EN,EN,OT
9.34933E+13,611535764,EFILE,,,,,OTHER PROGRAM SERVICES 4: Access to study groups and materials that provide training for the Professional in Human Resources and Senior Professional in Human Resources certification exams.,"To provide professional growth opportunities to members through meetings, conferences, workshops, newsletters and educational programs in human resource management.",Annual conference for members and others interested in current human resource management topics.##Monthly luncheons that provide members with information on human resource topics.##Newsletters and a web-site that provides members with access to other human resource professionals and educational articles related to human resource management.,"To provide professional growth opportunities to members through meetings, conferences, workshops, newsletters and educational programs in human resource management.",2.02E+17,13152730,990O,1/27/2016,AUSTIN HUMAN RESOURCE MANAGEMENT ASSOCIATION,201412,2016,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,760440865,EFILE,,,,,,"TO FOSTER EDUCATION, COMMUNICATION OF IDEAS, AND TO RENDER FINANCIAL SUPPORT TO GEOSCIENCE STUDENTS AND TEACHERS CONDUCTING RESEARCH IN THE GULF COAST REGION.",DISTRIBUTION OF PUBLICATIONS TO INTERESTED PARTIES IN THE PROFESSIONAL AND ACADEMIC GEOLOGICAL COMMUNITY. PROVIDES SCHOLARSHIPS AND GRANTS TO STUDENTS IN THE GEOLOGICAL SCIENCES FIELD AND TO FACULTY PURSUING GEOLOGICAL RESEARCH IN THE GULF COAST REGION OF THE UNITED STATES.##AIDS LOCAL GEOLOGICAL SOCIETY IN HOSTING AN ANNUAL CONVENTION.,"TO FOSTER EDUCATION, COMMUNICATION OF IDEAS, AND TO RENDER FINANCIAL SUPPORT TO GEOSCIENCE STUDENTS AND TEACHERS CONDUCTING RESEARCH IN THE GULF COAST REGION.",2.02E+17,13152874,990O,1/28/2016,GULF COAST ASSOCIATION OF GEOLOGICAL SOCIETIES INC,201412,2016,2014,12,PO BOX 79514,658080,,,HOUSTON,,,Z,Y,48201,2014,0,1,0,635645,0,O,O,EN,C,C,3360,813920,GULF COAST ASSOCIATION OF GEOLOGICAL SOCIETIES INC,C,C03,,,,,,,IN,,,,,199509,0.93739,,TX,6,201412,2016,N,77279,658080,Y,bmf1608co,201412,635645,N,C,C03,C,EN,EN,OT
9.34933E+13,273114002,EFILE,,,,,,Achieve full implementation of the Texas Water Plan by establishing a dedicated source of revenue.,Achieve full implementation of the Texas State Water Plan by establishing a dedicated source of revenue.,Achieve full implementation of the Texas Water Plan by establishing a dedicated source of revenue.,2.02E+17,13154830,990,1/28/2016,H2O4 TEXAS COALITION,201412,2016,2014,12,3305 SILVERLEAF DR,38686,,,AUSTIN,,,Z,Y,48453,2014,15,1,0,308619,0,PC,O,EN,C,C,640,813312,H2O4TEXAS COALITION,C,C32,,,,,,,IN,,,,,201204,0.98555,,TX,3,201412,2016,N,78757,38686,Y,bmf1608c3,201412,308619,N,B,C32,C,EN,EN,OT
9.34933E+13,742613666,EFILE,,,,,,"Research, compile and disseminate educational information. Has produced 4 volumes of encyclopedias.","CONTINUED SALES OF ENCYCLOPEDIAS, CONTINUED RESEARCH AND PRODUCTION OF VOLUME 4, ATTENDED TRADE SHOWS TO PROMOTE SALES, RESEARCH EFFORTS AND TO DISSEMINATE INFORMATION.","Research, compile and disseminate",2.02E+17,13155022,990,1/28/2016,USEFUL WILD PLANTS INC,201412,2016,2014,12,2612 SWEENEY LN,407940,,,AUSTIN,,,Z,Y,48453,2014,15,1,0,451181,0,PC,O,EN,C,C,640,813920,USEFUL WILD PLANTS OF TEXAS,C,C03,,,,,,,IN,,,,,199201,0.06799,,TX,3,201412,2016,N,78723,407940,Y,bmf1608c3,201412,451181,N,A,C03,C,EN,EN,OT
9.34923E+13,465657859,EFILE,OUTREACH AND EDUCATION TO TEXAS ROYALTY OWNERS ABOUT THEIR RIGHTS AND THE LAWS THAT AFFECT THEIR ROYALTY INTERESTS.,THE TEXAS ROYALTY COUNCIL PROMOTES THE PRODUCTION OF DOMESTIC OIL AND GAS AND WORKS TO MAXIMIZE THE RETURN ON THE VALUE OF OUR DOMESTIC NATURAL RESOURCES.,,,THE TEXAS ROYALTY COUNCIL PROMOTES THE PRODUCTION OF DOMESTIC OIL AND GAS AND WORKS TO MAXIMIZE THE RETURN ON THE VALUE OF OUR DOMESTIC NATURAL RESOURCES.,,,,2.02E+17,13156110,990EO,1/28/2016,TEXAS COUNCIL OF ROYALTY OWNERS,201412,2016,2014,12,1122 COLORADO ST APT 1510,36017,,,AUSTIN,,,Z,Y,48453,2014,0,1,0,88500,0,O,O,EN,C,C,640,813319,TEXAS COUNCIL OF ROYALTY OWNERS,C,C01,,,,,,,IN,,,,,201501,0.44656,,TX,4,201412,2016,N,78701,36017,Y,bmf1608co,201412,88500,N,B,C01,C,EN,EN,OT
9.34933E+13,742772667,EFILE,,,,,"ALAMO CALL A RIDE 4 VETS: RECEIVED A $300,000 GRANT FROM THE FUND FOR VETERANS' ASSISTANCE, TEXAS VETERANS COMMISSION TO IMPROVE TRANSPORTATION FOR VETERANS ACROSS THE AACOG REGION AND PROVIDE/SCHEDULE RIDES FOR ELIGIBLE VETERANS, SPOUSES, ELIGIBLE FAMILY MEMBERS AND SURVIVING SPOUSES. THE PROGRAM, TITLED ""ALAMO CALL-A-RIDE 4 VETS"" PROGRAM WAS INITIALLY AWARDED FOR THE PERIOD OF JULY 1, 2014 THROUGH JUNE 30, 2015 AND BEGAN SERVING CLIENTS IN THE ALAMO REGION DURING THE LATTER PART OF 2014.",SEE SCHEDULE O,"WORKFORCE SOLUTIONS ALAMOOPERATED THE ONE-STOP WORKFORCE CENTERS IN ELEVEN RURAL COUNTIES FROM JANUARY 1, 2014 THROUGH MARCH 31, 2014. IT IS ESTIMATED THAT 17,500 JOB SEEKERS AND 780 EMPLOYERS WERE SERVICED IN THE WORKFORCE CENTERS. THE WORKFORCE CENTERS CONTRACT BETWEEN AADC AND WORKFORCE SOLUTIONS ALAMO WAS DISCONTINUED EFECTIVE MARCH 31, 2014.##CHILD CARE SERVICES - CITY OF SAN ANTONIOENROLLED A TOTAL OF 2121 CHILDREN THROUGHOUT THE YEAR IN CHILD CARE SERVICES, WITH AN AVERAGE OF 1,290 CHILDREN MAINTAINING CARE PER MONTH IN 2014. AUTHORIZED CHILD CARE SERVICES WITH 148 CCS REGULATED PROVIDERS IN 2014, WITH 17 OF THOSE MAINTAINING THE QUALITY DESIGNATION OF TEXAS RISING STAR.##HOUSING 4 TEXAS HEROES - TEXAS VETERANS COMMISSION ASSISTED ELIGIBLE VETERANS AND VETERAN FAMILY MEMBERS WITH MAJOR HOME REPAIRS, HOME ADAPTATIONS, AND EMERGENCY RENTAL/UTILITY ASSISTANCE TO PREVENT HOMELESSNESS. PROGRAM SERVICE ACCOMPLISHMENTS WERE 140 CLIENTS ENROLLED IN THE PROGRAM BETWEEN JANUARY 1, 2014 AND DECEMBER 31, 2014.","THE CORPORATION IS ORGANIZED AND WILL BE OPERATED FOR THE BENEFIT OF THE REGIONAL PLANNING AREA CONSISTING OF THE TEXAS COUNTIES OF GILLESPIE, KERR, KENDALL, BANDERA, COMAL, GUADALUPE, BEXAR, MEDINA, WILSON, FRIO, ATASCOSA, AND KARNES TO ENHANCE THE PLANNING AND SERVICES OF THE ALAMO AREA COUNCIL OF GOVERNMENTS (""AACOG"").",2.02E+17,13159345,990,1/29/2016,ALAMO AREA DEVELOPMENT CORPORATION,201412,2016,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,742350796,EFILE,,,,,"THE LAKES MASTER ASSOCIATION, INC. IS RESPONSIBLE FOR THE MAINTENANCE AND MANAGMENT OF THE COMMON AND RECREATIONAL AREAS OF THE LAKES SUBDIVISION. THE SUBDIVISION SERVES 452 HOMEOWNERS OF THE SUBDIVISION AND THE LOCAL COMMUNITY",HOMEOWNERS ASSOCIATION SERVING 452 HOMEOWNERS AND THE LOCAL COMMUNITY,"THE LAKES MASTER ASSOCIATION, INC. IS RESPONSIBLE FOR THE MAINTENANCE AND MANAGMENT OF THE COMMON AND RECREATIONAL AREAS OF THE LAKES SUBDIVISION. THE SUBDIVISION SERVES 452 HOMEOWNERS OF THE SUBDIVISION AND THE LOCAL COMMUNITY.",HOMEOWNERS ASSOCIATION SERVING 452 HOMEOWNERS AND THE LOCAL COMMUNITY,2.02E+17,13160453,990O,1/29/2016,LAKES MASTER ASSOCIATION INC,201412,2016,2014,12,7502 VENICE DR,226773,,,CORP CHRISTI,,,Z,Y,48355,2014,0,1,0,223687,0,O,O,EN,C,C,1880,813312,LAKES MASTER ASSOCIATION INC,C,C30,,,,,,,IN,,,,,199110,0.27695,,TX,4,201412,2016,N,78413,226773,Y,bmf1608co,201412,223687,N,C,C30,C,EN,EN,OT
9.34923E+13,746131894,EFILE,"MAINTENANCE, INSURANCE, OCCUPANCY EXPENSES, AND OPERATION OF THRIFT SHOP BY VOLUNTEER MEMBERS THAT SELLS OR DONATES CLOTHES AND HOUSEHOLD GOODS RECEIVED AS GIFTS##CONTRIBUTIONS TO COMMUNITY NONPROFIT ORGANIZATIONS INCLUDING CRISIS CENTERS, MUSEUM, LIBRARY, EDUCATIONAL INSTITUTIONS, FOOD BANKS, AND TEXAS AND NATIONAL GARDEN CLUB##CLEANUP AND BEAUTIFICATION OF COMMUNITY AREAS, INCLUDING LANDSCAPING IN PARKS AND SCHOOLS AND SPONSORING CITY PROGRAMS##SCHOLARSHIPS AWARDED TO LOCAL STUDENTS##MEETINGS, CONVENTIONS AND DUES FOR GARDEN CLUB ASSOCIATION","MAINTENANCE AND BEAUTIFICATION OF PARKS, HIGHWAYS AND STREETS IN HONDO, TX, RAISING FUNDS TO SUPPORT SCHOOLS AND ORGANIZATIONS BENEFITTING THE COMMUNITY, DONATION OF CLOTHES AND HOUSEHOLD GOODS TO THE NEEDY, AND PROVIDING SCHOLARSHIPS TO AREA STUDENTS ATTENDING COLLEGE",,,,,,,2.02E+17,13158191,990EZ,1/29/2016,HONDO GARDEN CLUB INC,201412,2016,2014,12,1108 28TH ST,312341,,,HONDO,,,Z,Y,48325,2014,16,1,7170,185010,0,PC,O,EN,C,C,0,813410,TEXAS GARDEN CLUBS INC,C,C42,,,,,,,IN,,,,,199301,0.25837,399 HONDO GARDEN CLUBS,TX,3,201412,2016,N,78861,312341,Y,bmf1608c3,201412,110676,N,A,C42,C,EN,EN,OT
9.34923E+13,752943956,EFILE,DISTRIBUTED BROCHURES AND POSTCARDS TO PROVIDE EDUCATIONAL MATERIALS AND PROVIDE GRANTS RELATING TO LAND CONSERVATION MANAGEMENT OF GRAZING LANDS. CONDUCT NATIONAL CONFERENCES ON LAND CONSERVATION.,PROVIDE EDUCATION AND GRANTS FOR LAND CONSERVATION MANAGEMENT,,,,,,,2.02E+17,13158300,990EZ,1/29/2016,NATIONAL GRAZING LANDS COALITION,201412,2016,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,760279876,EFILE,,,,,"OTHER PROGRAM SERVICES 4: Research programs focus on the monitoring of near-shore water quality and restored habitats around Galveston Bay. Trained citizen scientists augment professional monitoring data and aid in watershed planning through GBFs Water Monitoring Team, Bacteria Sampling Program, and Water Quality Internships. In 2014, the Water Monitoring Team grew to 53 volunteers who sampled from 52 sites, including 18 who sampled for Enterococcus bacteria from 20 sites. The Foundation is actively engaged in discussion and planning on improving coastal resiliency and also advocates for the allocation of research dollars to the region to ensure the health of Galveston Bay and its users.",The Galveston Bay Foundation works to ensure a clean and healthy Galveston Bay that can be enjoyed by people today and for generations to come. Our diverse programs preserve and protect Texas largest and most productive estuary.,"Conservation programs focus on estuarine habitat preservation, protection, and restoration. Land preservation work included closing on the purchases of the 17.23-acre Cedar Gully property and the 30.975-acre Cotton Bayou property, both in Chambers County, and obtaining conservation easements on the 178-acre Exploration Green tract in Harris County and the 1,100-acre Lone Pine Farm tract in Brazoria County. GBF committed Knobloch funds to members of the Partnership for Gulf Coast Land Conservation to help pay for due diligence costs associated with 13 land acquisition projects targeting Deepwater Horizon settlement funds for the conservation of more than 42,200 acres across all 5 Gulf states. Habitat restoration work included removing 3 derelict and abandoned steel barges from Cedar Bayou; completing work on the Pine Gully Wetlands Restoration project by constructing a pair of jetties at the mouth of the gully, dredging sediments out of the gully, and planting the banks with smooth cordgrass to restore about 2.5 acres of wetlands; and installing oyster bags along the shorelines of the Sweetwater Nature Preserve, including 80 feet along Sweetwater Lake and 55 feet along West Bay. We continued to recycle oyster shell from Tommys Oyster Bar, Topwater Grill, the Kemah Boardwalk, Crazy Alans Swamp Shack, and Number 13 at Pelican Rest Marina, reclaiming an estimated 127.8 tons of shell during 2014. We completed construction on one private landowner living shoreline project and began construction on another. We also hosted community-based habitat enhancement events including TPWDs annual Abandoned Crab Trap Removal event at the Fort Anahuac Park site, in which we removed 273 crab traps (over 80% of the total traps collected in/around Galveston Bay) with the assistance of 40 volunteers, 8 airboats, and 4 outboard boats; Trash Bash at Bay Area Park, with 832 volunteers collecting an estimated 7.5 tons of trash and recyclables from the Armand Bayou watershed; and Marsh Mania events involving 403 volunteers in planting 4.63 acres of estuarine inter tidal marsh at 5 restoration sites.##Education programs provide science-based environmental education focused on Galveston Bay. Our education programs allowed GBF to reach thousands of youth and adults in 2014. We hosted the Bay Day Festival at the Kemah Boardwalk, with 33 exhibits, support from 30 volunteers, participation by 120 kids in the Blue Crab Scavenger Hunt, and an estimated attendance of over 5,000 visitors; and the eighth annual Bike Around the Bay sponsored by Shell with more than 1,000 registered riders. We concluded the 2013-14 Get Hip to Habitat year by serving 1,100 students at 18 schools and kicked off the 2014-15 school year with participation by 22 schools. We installed an additional 46 seafood consumption advisory signs at 23 fishing and crabbing locations on local waters, ranging from the upper Houston Ship Channel at Brays Bayou down to Upper Galveston Bay in La Porte, and cemented 180 storm drain medallions at storm drain openings on the east end of Galveston Island in the residential areas south of UTMB with the help of Ball High School students. We launched the Dockwalker pilot program, which concluded that about half of the boaters surveyed at six marinas did not know the consequences of illegally discharging sewage overboard, justifying the need for continued education about the impacts of boater waste on the bay, and kicked off the Galveston Bay Report Card project, beginning with input about bay health topics obtained from more than 540 member and public surveys and 31 presentations to 800 individuals from various stakeholder groups. We also debuted a new website and mobile-friendly e-news format in 2014.##Advocacy programs attempt to balance the multiple uses of Galveston Bay so that the long-term interests of the Bay itself are not compromised. As a result of the Texas City Y Oil Spill in March 2014, GBF was activated as the Volunteer Coordinator and managed the Sentinel Program for 17 days, mobilizing 230 volunteers in walking 100 miles of Galveston beachfront looking for incidences of oil and oiled wildlife. GBF provided eight Rain Barrel Workshops in Baytown, Dickinson, Galveston, Houston, La Porte, and Nassau Bay, with 507 people in attendance and 517 rain barrels and kits distributed, reducing a potential of 540,000 gallons of storm water runoff and conserving water for Galveston Bay. GBF advocated for more meaningful water conservation goals in the City of Houston by making written comments on the draft 2014 City of Houston Water Conservation Plan, authoring a Houston Chronicle op-ed that generated an editorial and front page article, and addressing Mayor Annise Parker and City Council members. We cultivated partnerships with members of the Gulf Coast Water Efficiency Network by leading the efforts to launch a water conservation yard sign campaign targeting discretionary outdoor water use and advocated for environmental and water conservation considerations to be included during the rule making process of House Bill 4/State Water Implementation Fund for Texas (SWIFT) through oral and written comments to Texas Water Development Board. We continued Clean Water Partnerships with 19 marinas, 2 schools, and 4 cities, including a new partnership with the City of La Porte. Our volunteer Wetland Permit Review Committee reviewed 45 applications for Corps of Engineers permits and provided letters of concern or comments on 20 of them.","The mission of the Galveston Bay Foundation is to preserve, protect, and enhance the natural resources of the Galveston Bay estuarine system and its tributaries for present users and for posterity.",2.02E+17,13157582,990,1/28/2016,GALVESTON BAY FOUNDATION INC,201412,2016,2014,12,1100 HERCULES AVE STE 200,3650321,,,HOUSTON,,,Z,Y,48201,2014,15,1,0,4684279,0,PC,O,EN,C,C,3360,813312,GALVESTON BAY FOUNDATION,C,C32,,,,,,,IN,,,,,198805,0.38998,,TX,3,201412,2016,N,77058,3650321,Y,bmf1608c3,201412,4619660,N,A,C32,C,EN,EN,OT
9.34933E+13,743010608,EFILE,,,,,,To promote the profession of project management,Promoted the profession of project management,To promote the profession of project management,2.02E+17,13158004,990O,1/29/2016,ALAMO PMI CHAPTER INC,201412,2016,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34933E+13,741854299,EFILE,,,,,,"Houston Heights Association (HHA) fosters a sense of community by being a proactive leader in planning neighborhood progress, sponsoring the rehabilitation of historically significant buildings, maintaining parks/walkways, and promoting friendship/community spirit.","Houston Heights Association's (the Association) purpose is to promote and sponsor the rehabilitation and restoration of historically significant homes and buildings, as well as maintenance or improvement of parks and streets, and to promote commerce and education in the geographical area of Houston, Texas known as The Heights. The Association's projects include:Parks & Fire Station Maintenance - HHA maintains two parks on Heights Boulevard and historic City Hall & Fire Station.Constable Program - HHA coordinates with county constables to provide additional patrols of the area to increase neighborhood security.Boulevard Beautification - HHA maintains the esplanade and trees on Heights Boulevard.Awards, Education Committee, Land Use, Holiday Food Baskets, Crime & Security: Houston Heights Association (HHA)annually recognizes community improvement structures and outstanding volunteers, publicizes school activities and achievements, awards classroom grants to neighborhood schools, promotes deed restrictions, code enforcement and historic preservation, purchases and assembles food baskets for needy families, and promotes a safe neighborhood by sponsoring a police protection program to provide enhanced security with constable patrols.","The mission of the Houston Heights Association is to foster a sense of community among the diverse segments of the neighborhood by:Being a proactive leader in planning neighborhood progress and solving neighborhood problems, serving as a constructive force to promote, foster, encourage, and sponsor the rehabilitation and restoration of historically significant homes and buildings and to promote Houston Heights as the best and most livable historic neighborhood in the Houston metropolitan area; maintaining, improving and beautifying parks, streets, walkways, public buildings, and vacant and underdeveloped areas; promoting and fostering friendship, goodwill, and community spirit, mobilizing Heights talent and resources, including other area organizations, to combat community deterioration and meet neighborhood needs; and educating, informing and empowering the entire populace concerning the community to enhance involvement in neighborhood progress and promote good citizenship in an atmos",2.02E+17,13162964,990,2/1/2016,HOUSTON HEIGHTS ASSOCIATION,201412,2016,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34923E+13,752244319,EFILE,PROMOTE RECYCLING AWARENESS THROUGHOUT THE COMMUNITY.,PROMOTE RECYCLING AWARENESS THROUGHOUT THE COMMUNITY,,,,,,,2.02E+17,13164036,990EZ,2/1/2016,KEEP ODESSA BEAUTIFUL INC,201412,2016,2014,12,PO BOX 3864,53819,,,ODESSA,,,Z,Y,48135,2014,15,2,0,10822,0,PC,O,EN,C,C,5800,813312,KEEP ODESSA BEAUTIFUL,C,C50,,,1,,,,IN,,,,,198901,0.3049,,TX,3,201412,2015,N,79760,53819,Y,bmf1512c3,201412,10822,N,A,C50,C,EN,EN,OT
9.34933E+13,61730795,EFILE,,,,,,"TO PROMOTE A SUSTAINABLE, PROFITABLE AND HEALTHY BUILT ENVIRONMENT IN THE NORTH TEXAS AREA THROUGH EDUCATION, PROFESSIONAL TRAINING AND OUTREACH.","U.S. GREEN BUILDING COUNCIL NORTH TEXAS CHAPTER SEEKS TO PROMOTE A SUSTAINABLE, PROFITABLE AND HEALTHY BUILT ENVIRONMENT IN THE NORTH TEXAS AREA THROUGH EDUCATION, PROFESSIONAL TRAINING, AND OUTREACH.","TO PROMOTE A SUSTAINABLE, PROFITABLE AND HEALTHY BUILT ENVIRONMENT IN THE NORTH TEXAS AREA THROUGH EDUCATION, PROFESSIONAL TRAINING AND OUTREACH.",2.02E+17,13165596,990,2/1/2016,US GREEN BUILDING COUNCIL NORTH TEXAS CHAPTER,201412,2016,2014,12,1909 WOODALL RODGERS FWY STE 100,90705,,,DALLAS,,,Z,Y,48113,2014,15,1,0,211492,0,PC,O,EN,C,C,1920,712190,U S GREEN BUILDING COUNCIL NORTH TEXAS CHAPTER,C,C60,,,,,,,IN,,,,,200507,0.02025,,TX,3,201412,2016,N,75201,90705,Y,bmf1608c3,201412,209654,N,B,C60,C,EN,EN,OT
