"","ein","real_year","name","address","fips","assets","income","lon","lat"
"337",746049372,2015,"TEXAS GARDEN CLUBS","6088 BABE ZAHARIAS DR, BEAUMONT, TX 77705",48245,1225367,209184,-94.1464983,30.0232613
"338",260141140,2014,"CLEAN TECHNOLOGY AND SUSTAINABLE INDUSTRIES ORGANIZATION","3925 WEST BRAKER LANE, AUSTIN, TX 78759",48453,57314,52811,-97.7354306,30.3950315
"339",742346318,2014,"KEEP SAN ANTONIO BEAUTIFUL INC","PO BOX 830337, SAN ANTONIO, TX 78283",48029,82657,74137,-98.5030929,29.4134586
"340",760288131,2014,"MOODY GARDENS INC","PO BOX 59, GALVESTON, TX 77553",48167,80044732,52309381,-94.7937786,29.304812
"341",746068250,2014,"BIG BEND NATURAL HISTORY ASSOCIATION INC","PO BOX 196, BG BND NTL PK, TX 79834",48043,543563,539947,-103.2201828,29.2669239
"342",760586373,2014,"FRIENDS OF THE BAYTOWN NATURE CENTER INC","PO BOX 8177, BAYTOWN, TX 77522",48201,14899,5769,-94.9693741,29.769771
"343",750787690,2015,"LAKE LYDIA INC","PO BOX 1484, QUITMAN, TX 75783",48499,449574,133399,-95.464,32.819699
"344",810554715,2014,"NELAC INSTITUTE","PO BOX 2439, WEATHERFORD, TX 76086",48367,3730,875098,-97.7905758,32.7522671
"345",840571239,2014,"TEXAS AUTOMOTIVE RECYCLING ASSOCIATION","PO BOX 3547, GALVESTON, TX 77552",48167,34182,100990,-94.832519,29.2895189
"346",752788771,2014,"CRAPE MYRTLE TRAILS OF MCKINNEY FOUNDATION","6401 SOUTH CUSTER ROAD, MCKINNEY, TX 75070",48085,31942,53260,-96.7324232,33.1382129
"347",463836254,2014,"KEEP YORKTOWN BEAUTIFUL","515 W 1ST ST, YORKTOWN, TX 78164",48123,88826,203507,-97.5101286,28.9737306
"348",455242196,2014,"WATER QUEST INC","PO BOX 2969, ODESSA, TX 79760",48135,47342,59537,-102.3665236,31.8463268
"349",237403757,2014,"ARMAND BAYOU NATURE CENTER INC","PO BOX 58828, HOUSTON, TX 77258",48201,1022262,1011990,-95.3698028,29.7604267
"350",751375644,2015,"LOUISE B BELSTERLING FOUNDATION","7 HALLSHIRE CT, DALLAS, TX 75225",48113,631221,137816,-96.774011,32.8794419
"351",953310318,2015,"ROBINSON ARBORETUM FUND","BANK OF AMERICA NA PO BOX 831, DALLAS, TX 75283",48113,2224560,867063,-96.8037023,32.8370764
"352",751514511,2015,"MARIANNE SCRUGGS GARDEN CLUB OF THE DALLAS WOMANS CLUB","5944 LUTHER LANE, DALLAS, TX 75225",48113,161148,52573,-96.8103383,32.863269
"353",750771007,2014,"TEXAS FORESTRY ASSOCIATION INC","PO BOX 1488, LUFKIN, TX 75902",48005,356837,862242,-94.7235939,31.3374423
"354",746068995,2014,"TEXAS SOCIETY OF PROFESSIONAL SURVEYORS GULF COAST CHAPTER","PO BOX 742213, HOUSTON, TX 77274",48201,15140,28165,-95.4968272,29.7072725
"355",260435585,2014,"BARNETT SHALE ENERGY EDUCATION COUNCIL","777 TAYLOR ST STE 900, FORT WORTH, TX 76102",48439,236094,570042,-97.3321623,32.7518057
"356",43695294,2014,"HOUSTON BOTANIC GARDEN","3701 KIRBY DR STE 992, HOUSTON, TX 77098",48201,859922,95084,-95.41801,29.7331166
"357",352494009,2014,"SOCIETY OF LAKE MANAGEMENT PROFESSIONALS","17950 PRESTON RD STE 980, DALLAS, TX 75252",48085,1940,2000,-96.797571,32.9966427
"358",237375815,2014,"DALLAS ARBORETUM AND BOTANICAL SOCIETY INC","8617 GARLAND RD, DALLAS, TX 75218",48113,111276129,23163437,-96.7139551,32.8241651
"359",510225607,2015,"KINGWOOD GARDEN CLUB","26877 IRON MANOR LN, KINGWOOD, TX 77339",48201,85206,21947,-95.2316636,30.0595717
"360",760183954,2014,"BUFFALO BAYOU PARTNERSHIP INC","1113 VINE ST STE 215, HOUSTON, TX 77002",48201,73170321,5748039,-95.3572376,29.7685113
"361",562375157,2014,"IMAGES FOR CONSERVATION FUND","2112 W UNIVERSITY DR 801, EDINBURG, TX 78539",48215,188599,66326,-98.1854901,26.3040269
"362",742010402,2014,"CHAMPION FOREST FUND INC","5295 HOLLISTER ST, HOUSTON, TX 77040",48201,475912,438835,-95.5069529,29.8440684
"363",201508875,2014,"LANDA GARDENS CONSERVANCY","PO BOX 12243, SAN ANTONIO, TX 78212",48029,971221,197131,-98.4936282,29.4241219
"364",743008249,2014,"NATIONAL NETWORK OF ABORTION FUNDS - THE LILITH FUND","PO BOX 684949, AUSTIN, TX 78768",48453,239982,236417,-97.74,30.27
"365",760377029,2014,"KATY PRAIRIE CONSERVANCY","5615 KIRBY DR STE 867, HOUSTON, TX 77005",48201,34946731,3462877,-95.4180918,29.7220164
"366",742590850,2014,"KEEP HARLINGEN BEAUTIFUL INC","PO BOX 534026, HARLINGEN, TX 78553",48061,57108,105112,-97.6985697,26.2073017
"367",272005123,2014,"NATIONAL OCEAN POLICY COALITION","2211 NORFOLK ST, HOUSTON, TX 77098",48201,85866,160650,-95.4133455,29.7321343
"368",760243519,2014,"GULF COAST POWER ASSOCIATION INC","2800 E WHITESTONE BLV STE120DEPT222, CEDAR PARK, TX 78613",48491,602299,1019777,-97.7854394,30.5324043
"369",273741373,2014,"WHITE ROCK LAKE CONSERVANCY INC","PO BOX 140227, DALLAS, TX 75214",48113,33456,125885,-96.7568815,32.8121674
"370",752550483,2014,"KEEP DENTON BEAUTIFUL INC","1117 RINEY RD, DENTON, TX 76207",48121,33142,71871,-97.14401,33.242672
"371",452782423,2014,"PUREENERGYSPORTS","105 POPPY CT, GEORGETOWN, TX 78626",48491,9344,80535,-97.6644967,30.5912024
"372",760458344,2014,"WOMENS ENERGY NETWORK OF HOUSTON","1707 POST OAK BLVD PMB 112, HOUSTON, TX 77056",48201,553621,553490,-95.46001,29.749344
"373",752254312,2014,"KEEP MESQUITE BEAUTIFUL INC","PO BOX 850137, MESQUITE, TX 75185",48113,30608,47928,-96.5983607,32.7757
"374",760391164,2014,"LAFFITES COVE AT PIRATES BEACH NATURE SOCIETY","PO BOX 160, TOMBALL, TX 77377",48201,292822,72182,-95.6160549,30.0971621
"375",760031884,2014,"CRADLE OF TEXAS CONSERVANCY INC","PO BOX 353, WEST COLUMBIA, TX 77486",48039,724546,209623,-95.6452249,29.1438582
"376",751761481,2014,"DALLAS ECOLOGICAL FOUNDATION","13709 GAMMA RD, DALLAS, TX 75244",48113,924114,339552,-96.8371518,32.9355908
"377",300630886,2014,"SERVICE ORGANIZATION OF THE PINEY WOODS","2950 50TH ST, LUBBOCK, TX 79413",48303,365619,19894098,-101.8787631,33.5493473
"378",751879329,2014,"LAKE GRANBURY AREA BEAUTIFICATION COUNCIL INC","PO BOX 1921, GRANBURY, TX 76048",48221,91049,46591,NA,NA
"379",742607076,2014,"COLORADO RIVER WATCH FOUNDATION","10611 PLATT LN, AUSTIN, TX 78725",48453,342039,464867,-97.6387414,30.233342
"380",201847551,2014,"TRINITY BASIN CONSERVATION FDN","2100 ROSS AVE STE 855, DALLAS, TX 75201",48113,78067,12467,-96.7975695,32.7875067
"381",742055923,2014,"NATIONAL HISPANIC INSTITUTE INC","472 FM 1966, MAXWELL, TX 78656",48055,469340,1578958,-97.800128,29.883532
"382",751909562,2014,"AMERICAN SOCIETY OF LANDSCAPE ARCHITECTS TEXAS CHAPTER","4103 84TH ST, LUBBOCK, TX 79423",48303,347569,413681,-101.9007961,33.5176576
"383",264419008,2014,"ECO ELP INC","PO BOX 3243, EL PASO, TX 79923",48141,35732,50880,-106.459373,31.7818968
"384",741846582,2014,"ASSOC BUILDERS AND CONTRACTORS OF TX GULF COAST","1400 VELASCO BLVD C107, FREEPORT, TX 77541",48039,4166818,565413,-95.3526913,28.9632754
"385",742562764,2014,"KEEP TEMPLE BEAUTIFUL","100 W ADAMS AVE STE 302, TEMPLE, TX 76501",48027,53530,80617,-97.3421193,31.0983961
"386",742742695,2014,"TEXAS LAND DEVELOPERS ASSOC INC","1210 E TYLER AVE, HARLINGEN, TX 78550",48061,14477,128810,-97.6830666,26.1893748
"387",237011870,2014,"HOUSTON AUDUBON SOCIETY INC","440 WILCHESTER BLVD, HOUSTON, TX 77079",48201,6862195,2315479,-95.5699463,29.7714539
"388",237221209,2014,"FORT WORTH BOTANICAL SOCIETY INC SOCIETY","3220 BOTANIC GARDEN BLVD, FT WORTH, TX 76107",48439,3676935,1535907,-97.363807,32.73537
"389",746075031,2013,"BAYOU PRESERVATION ASSOCIATION INC","PO BOX 131563, HOUSTON, TX 77219",48201,889643,633888,-95.4022965,29.7531168
"390",455017295,2014,"WHAT-A-KITE FOUNDATION INC","205 CROWN COLONY DR, LUFKIN, TX 75901",48005,141729,7643,-94.7269479,31.274491
"391",900648270,2014,"PARAPLEGICS ON INDEPENDENT NATURE TRIPS","403 PACIFIC AVE, TERRELL, TX 75160",48257,44794,625845,-96.2831375,32.7405023
"392",464285669,2014,"BAY AREA COASTAL PROTECTION ALLIANCE INC","18045 SATURN LN, HOUSTON, TX 77058",48201,152356,504000,-95.0918746,29.5495319
"393",742932637,2014,"BELL COUNTY MASTER GARDENERS ASSOCIATION INC","1605 NORTH MAIN ST, BELTON, TX 76513",48027,26542,60456,-97.4569829,31.0727448
"394",742974140,2014,"VICTORIA COUNTY MASTER GARDENER ASSOCIATION","PO BOX 1723, VICTORIA, TX 77902",48469,200063,104215,-97.01,28.8
"395",800746629,2014,"ALLIANCE FOR CONSERVATION EASEMENTS","14781 MEMORIAL DR, HOUSTON, TX 77079",48201,45739,37314,-95.6121738,29.7709536
"396",850488313,2014,"TEXAS LAND TRUST COUNCIL","PO BOX 2677, WIMBERLEY, TX 78676",48209,482732,405921,-98.0986204,29.9974362
"397",273340044,2014,"GREENBELT ALLIANCE OF DENTON COUNTY","2459 W BLACKJACK RD, AUBREY, TX 76227",48121,59972,107982,-97.0208859,33.3131093
"398",741211684,2014,"SATTERWHITE DUFFY LAKE INC","PO BOX 755, WEST COLUMBIA, TX 77486",48039,25730,70979,-95.6452249,29.1438582
"399",742488227,2014,"VALLEY LAND FUND INC","2400 N 10TH ST STE A, MCALLEN, TX 78501",48215,2262395,190887,-98.2260402,26.2252006
"400",752793697,2014,"KEEP ROWLETT BEAUTIFUL INC","PO BOX 1992, ROWLETT, TX 75030",48113,87103,330004,-96.5709471,32.9053964
"401",741617540,2014,"MEDINA LAKE BETTERMENT ASSOCIATION","11225 PARK ROAD 37, LAKEHILLS, TX 78063",48019,280059,107383,-98.9454924,29.5889883
"402",742053921,2014,"TEXAS ECONOMIC DEVELOPMENT COUNCIL INC","1601 RIO GRANDE ST STE 455, AUSTIN, TX 78701",48453,885081,1597103,-97.7454473,30.2800684
"403",237357269,2014,"TEXAS AIRSTREAM HARBOR INC TAHI","2710 S MEDFORD DR, LUFKIN, TX 75901",48005,101347,71061,-94.7029001,31.317648
"404",134249347,2014,"SOUTH TEXAS WATER UTILITY MANAGERS ASSOCIATION","PO BOX 621, RIO HONDO, TX 78583",48061,12249,26125,-97.5768441,26.2327099
"405",746059311,2014,"SOCIETY OF INDEPENDENT PROFESSIONAL EARTH SCIENTISTS","4925 GREENVILLE AVE STE 1106, DALLAS, TX 75206",48113,93961,342927,-96.7710585,32.8472665
"406",742601251,2015,"DAVIS MOUNTAINS TRANS PECOS HERITAGE ASSOCIATION","PO BOX 1209, ALPINE, TX 79831",48043,11611,37541,-103.6610115,30.3584919
"407",752212157,2014,"EVERETT E AND ORABETH K WOODS FOUNDATION","PO BOX 5749, ABILENE, TX 79608",48441,135260,16085,-99.75,32.42
"408",261564909,2014,"CONSERVE EAST TEXAS INC","PO BOX 154540, LUFKIN, TX 75915",48005,709781,101,-94.7623534,31.339412
"409",760327389,2014,"HERMANN PARK CONSERVANCY","6201 A HERMANN PARK DRIVE, HOUSTON, TX 77030",48201,33380470,13090622,-95.3886536,29.7142342
"410",201991645,2014,"BEAU THERIOT COMANCHE CANYON PRESERVE LANDS INC","6535 COMANCHE TRL, AUSTIN, TX 78732",48453,8480380,63849,-97.8709185,30.4043619
"411",20749601,2014,"TEXAS ENVIRONMENTAL JUSTICE ADVOCACY","6733 HARRISBURG BLVD, HOUSTON, TX 77011",48201,68464,175772,-95.3072691,29.7375486
"412",752234375,2014,"KEEP ATHENS BEAUTIFUL","201 W CORSICANA SUITE 4, ATHENS, TX 75751",48213,32186,72169,-95.8567337,32.2039868
"413",752337868,2014,"TEXAS CONSERVATION FUND","PO BOX 58405, HOUSTON, TX 77258",48201,93371,109072,-95.3698028,29.7604267
"414",742932549,2014,"KEYSTONE HERITAGE PARK INC","PO BOX 221527, EL PASO, TX 79913",48141,1066366,49338,-106.5613974,31.8386746
"415",481284000,2014,"COASTAL PRAIRIE COALITION GRAZING LANDS CONSERVATION INITIATIVE INC","PO BOX 2942, VICTORIA, TX 77902",48469,51009,64281,-97.01,28.8
"416",742121275,2014,"LAKE MCQUEENEY PROP OWNERS ASSN INC DBA FRIENDS OF LAKE MCQUEENEY","PO BOX 781, MCQUEENEY, TX 78123",48187,168243,45367,-98.0410634,29.6087981
"417",510187748,2015,"DALLAS GARDEN CLUB OF THE DALLAS","7000 PARK LN, DALLAS, TX 75225",48113,216889,368193,-96.7846237,32.8728447
"418",760247588,2014,"ARMAND BAYOU NATURE CENTER FOUNDATION CO NEIL THOMAS","1301 MCKINNEY ST, HOUSTON, TX 77010",48201,1280027,108289,-95.3615297,29.7554839
"419",274272004,2014,"DEVILS RIVER CONSERVANCY","401 CONGRESS AVE STE 1600, AUSTIN, TX 78701",48453,12802,145270,-97.7428161,30.266699
"420",274374251,2015,"MAGNOLIA GARDEN CLUB","148 S DOWLEN RD, BEAUMONT, TX 77707",48245,100448,81387,-94.1730943,30.0730332
"421",760655841,2015,"MEMORIAL PARK CONSERVANCY INC","7575 N PICNIC, HOUSTON, TX 77007",48201,1939810,1694621,-95.4477855,29.767053
"422",742094805,2015,"KINGS POINT TRAIL ASSOCIATION","1075 KINGWOOD DR STE 100, KINGWOOD, TX 77339",48201,839374,232712,-95.2407799,30.0505449
"423",454908468,2014,"BISBEES FISH AND WILDLIFE CONSERVATION FUND INC","2300 MCDERMOTT RD 200382, PLANO, TX 75025",48085,137109,1354629,-96.7342531,33.1004828
"424",205675573,2015,"CYPRESS WOODS BAND BOOSTER ASSOCIATION","PO BOX 1864, CYPRESS, TX 77410",48201,117133,155617,-95.6803464,29.9751576
"425",760046318,2015,"TREES FOR HOUSTON","PO BOX 270477, HOUSTON, TX 77277",48201,2603086,1727547,-95.6049489,29.7461902
"426",760668230,2014,"FORT BEND COUNTY MASTER GARDENERS INC","1402 BAND RD, ROSENBERG, TX 77471",48157,110847,84113,-95.8097985,29.5165904
"427",746075031,2014,"BAYOU PRESERVATION ASSOCIATION INC","2990 RICHMOND AVE STE 500, HOUSTON, TX 77098",48201,714107,406312,-95.4231703,29.7344964
"428",201976730,2015,"FORUM OF CIVICS FOUNDATION","2503 WESTHEIMER RD, HOUSTON, TX 77098",48201,1052799,241901,-95.417969,29.7420042
"429",752111043,2015,"JUNIOR GROUP OF THE DALLAS GARDEN CLUB","4222 POTOMAC AVE, DALLAS, TX 75205",48113,65469,35343,-96.8054333,32.8378366
"430",204467651,2014,"HOMEBASE TEXAS","500 W BEN WHITE BLVD STE 100, AUSTIN, TX 78704",48453,1777153,1098984,-97.7679018,30.226645
"431",751840314,2015,"FORT WORTH GARDEN CLUB INC","3220 BOTANIC GARDEN BLVD, FORT WORTH, TX 76107",48439,3501538,1490441,-97.3636032,32.7404284
"432",800541645,2015,"MEMORIAL PARK CONSERVANCY ENDOWMENT","7575 N PICNIC, HOUSTON, TX 77007",48201,234817,66829,-95.4477855,29.767053
"433",742428376,2014,"SAN MARCOS RIVER FOUNDATION","PO BOX 1393, SAN MARCOS, TX 78667",48209,1222334,119750,-97.9416965,29.8841602
"434",742178792,2014,"SAN ANTONIO BOTANICAL GARDEN SOCIETY INC","555 FUNSTON PL, SAN ANTONIO, TX 78209",48029,12979261,6308565,-98.4587271,29.4588656
"435",752580047,2015,"KEEP IRVING BEAUTIFUL","3000 ROCK ISLAND RD, IRVING, TX 75060",48113,30380,75588,-96.9871941,32.8149515
"436",421602181,2015,"SAN ANTONIO RIVER FOUNDATION","PO BOX 830045, SAN ANTONIO, TX 78283",48029,7510864,3317345,-98.5030929,29.4134586
"437",200576859,2014,"BROWNSVILLE BOTANICAL GARDENS AND ARBORETUM","205 PECAN BLVD, MCALLEN, TX 78501",48215,10527,160350,-98.2194854,26.216319
"438",752351673,2015,"CENTER FOR LEGISLATIVE ENERGY AND ENVIRONMENTAL RESEARCH","5400 LBJ FREEWAY, DALLAS, TX 75240",48113,219772,250188,-96.8167378,32.924654
"439",743020979,2014,"METROPOLITAN PARTNERSHIP FOR ENERGY DBA BUILD SA GREEN","118 BROADWAY, SAN ANTONIO, TX 78205",48029,16801,344247,-98.487599,29.4272194
"440",752361817,2015,"SOLID WASTE ASSOCIATION OF NORTH AM TEXAS LONE STAR CHAPTER","PO BOX 1088, AUSTIN, TX 78767",48453,263711,209763,-97.739694,30.2694174
"441",223880229,2014,"TEXAS ENVIRONMENTAL RESEARCH CONSORTIUM","711 LOUISIANA ST, HOUSTON, TX 77002",48201,33129,11252,-95.3656692,29.7601541
"442",521812626,2014,"CASE MANAGEMENT SOCIETY OF AMERICA TX-HOUSTON-GULF COAST","PO BOX 130278, THE WOODLANDS, TX 77393",48339,21941,80776,-95.51,30.15
"443",752215558,2014,"RIVER LEGACY FOUNDATION","703 NW GREEN OAKS BLVD, ARLINGTON, TX 76006",48439,1862844,909327,-97.115287,32.7834833
"444",454616548,2014,"PAISANO SPRINGS FOUNDATION","364 MENGER SPGS, BOERNE, TX 78006",48259,1482448,20835,-98.7294045,29.7627859
"445",742258347,2014,"ASSOCIATED BUILDERS AND CONTRACTORS - TEXAS COASTAL BEND","PO BOX 2584, CORP CHRISTI, TX 78403",48355,844047,468943,-97.3984652,27.797345
"446",751666070,2014,"KEEP LONGVIEW BEAUTIFUL INC","PO BOX 552, LONGVIEW, TX 75606",48183,76805,93643,-94.730502,32.462314
"447",752655909,2015,"NORTH TEXAS SECTION OF THE WATER ENVIRONMENT ASSOCIATION OF TEXAS","6001 W INTERSTATE 20 STE 219, ARLINGTON, TX 76017",48439,281480,127056,-97.2020906,32.6740853
"448",263749177,2014,"SAN ANTONIO BAY FOUNDATION","933 E COURT ST, SEGUIN, TX 78155",48187,30782,189852,-97.953625,29.5686778
"449",451864591,2014,"TAKING CARE OF TEXAS","3500 JEFFERSON ST STE 301, AUSTIN, TX 78731",48453,406881,648130,-97.7518946,30.3080252
"450",251907558,2014,"GREATER EDWARDS AQUIFER ALLIANCE","PO BOX 15618, SAN ANTONIO, TX 78212",48029,55979,243969,-98.4936282,29.4241219
"451",742886586,2014,"TEXAS HILL COUNTRY RIVER REGION INC","PO BOX 52, CONCAN, TX 78838",48463,430202,371586,-99.7214883,29.5014937
"452",271310367,2014,"CYBERWAYS AND WATERWAYS","1607 WATERSTON AVE, AUSTIN, TX 78703",48453,3258,131865,-97.7594328,30.2807395
"453",237109965,2014,"STREAMS AND VALLEYS INC","PO BOX 101373, FORT WORTH, TX 76185",48439,1290568,381276,-97.36502,32.75094
"454",465531708,2014,"RENEWABLE ENERGY FOR BETTER LIFE FOUNDATION","7523 MIDBURY DR, DALLAS, TX 75230",48113,10000,10000,-96.7773777,32.9022129
"455",760440865,2014,"GULF COAST ASSOCIATION OF GEOLOGICAL SOCIETIES INC","PO BOX 79514, HOUSTON, TX 77279",48201,658080,635645,-95.3698028,29.7604267
"456",273114002,2014,"H2O4 TEXAS COALITION","3305 SILVERLEAF DR, AUSTIN, TX 78757",48453,38686,308619,-97.7454261,30.355664
"457",742613666,2014,"USEFUL WILD PLANTS INC","2612 SWEENEY LN, AUSTIN, TX 78723",48453,407940,451181,-97.6815401,30.3079529
"458",465657859,2014,"TEXAS COUNCIL OF ROYALTY OWNERS","1122 COLORADO ST APT 1510, AUSTIN, TX 78701",48453,36017,88500,-97.7428714,30.2740837
"459",742350796,2014,"LAKES MASTER ASSOCIATION INC","7502 VENICE DR, CORP CHRISTI, TX 78413",48355,226773,223687,-97.4129361,27.6760674
"460",746131894,2014,"HONDO GARDEN CLUB INC","1108 28TH ST, HONDO, TX 78861",48325,312341,185010,-99.1405343,29.3395369
"461",760279876,2014,"GALVESTON BAY FOUNDATION INC","1100 HERCULES AVE STE 200, HOUSTON, TX 77058",48201,3650321,4684279,-95.1119,29.5544207
"462",752244319,2014,"KEEP ODESSA BEAUTIFUL INC","PO BOX 3864, ODESSA, TX 79760",48135,53819,10822,-102.3665236,31.8463268
"463",61730795,2014,"US GREEN BUILDING COUNCIL NORTH TEXAS CHAPTER","1909 WOODALL RODGERS FWY STE 100, DALLAS, TX 75201",48113,90705,211492,-96.8031592,32.7890688
"464",270505879,2014,"INTERNATIONAL MARITIME AND ENERGY CENTER OF HOUSTON","203 IVY AVE, DEER PARK, TX 77536",48201,28441,0,-95.1213024,29.7088947
"465",464255110,2014,"LONE STAR COASTAL ALLIANCE","PO BOX 131635, HOUSTON, TX 77219",48201,10000,10000,-95.4022965,29.7531168
"466",752352954,2014,"SAN ANGELO FRIENDS OF THE ENVIRONMENT","702 WAREHOUSE RD, SAN ANGELO, TX 76903",48451,162267,72117,-100.4452427,31.4283134
"467",742117354,2014,"LEXINGTON WOODS OWNERS COMMITTEE INC","PO BOX 681007, HOUSTON, TX 77268",48201,322451,433285,-95.5087962,30.0145474
"468",462902511,2014,"SFCU FOUNDATION","PO BOX 920719, HOUSTON, TX 77292",48201,19780,175010,-95.43,29.83
"469",263638933,2014,"TEXAS INSTITUTE","1709 TRIPLE CROWN LN, PLANO, TX 75093",48085,2803,0,-96.8236694,33.0240033
"470",760656365,2014,"CARLTON WOODS ASSOCIATION INC","2204 TIMBERLOCH PL STE 180, THE WOODLANDS, TX 77380",48339,2801380,1883731,-95.4699992,30.159091
"471",760602346,2014,"HOUSTON TOMORROW","723 MAIN STREET SUITE 700-52, HOUSTON, TX 77002",48201,22692,312752,-95.3633897,29.7584982
"472",742924400,2014,"COMMUNITY INVESTMENT CORPORATION","PO BOX 4279, AUSTIN, TX 78765",48453,0,728,-97.7437526,30.3040525
"473",870699956,2014,"TOWN LAKE TRAIL FOUNDATION","PO BOX 5195, AUSTIN, TX 78763",48453,1757257,1068349,-97.77,30.3
"474",742934364,2014,"SOLAR SAN ANTONIO","118 BROADWAY, SAN ANTONIO, TX 78205",48029,46896,302496,-98.487599,29.4272194
"475",741918040,2014,"TEXAS MINING AND RECLAMATION ASSOCIATION","100 CONGRESS AVE STE 1100, AUSTIN, TX 78701",48453,383682,1574701,-97.7448532,30.2639807
"476",742714211,2014,"TEXAS ASSOCIATION OF RESOURCE CONSERVATION AND DEVELOPMENT AREAS","PO BOX 2533, VICTORIA, TX 77902",48469,1365314,1597694,-97.01,28.8
"477",741984482,2014,"COASTAL CONSERVATION ASSOCIATION","6919 PORTWEST DR STE 100, HOUSTON, TX 77024",48201,16453582,26489844,-95.4493617,29.7802681
"478",237158154,2015,"HOUSTON ASSOCIATION OF PROFESSIONAL LANDMEN","800 BERING DR STE 120, HOUSTON, TX 77057",48201,741940,772867,-95.4806745,29.7578414
"479",742948145,2014,"HILL COUNTRY CONSERVANCY","PO BOX 163125, AUSTIN, TX 78716",48453,9049967,2929204,-97.8229321,30.2945971
"480",453929881,2014,"MERCURY ONE INC","PO BOX 140489, IRVING, TX 75014",48113,7376824,6576739,-96.97,32.84
"481",455518326,2014,"TEXAS CLEAN ENERGY COALITION","327 CONGRESS AVE STE 450, AUSTIN, TX 78701",48453,7175,250190,-97.7431768,30.2659386
"482",510204049,2014,"WESTCAVE OUTDOOR DISCOVERY CENTER","24814 HAMILTON POOL RD, ROUND MTN, TX 78663",48031,784586,571959,-98.140838,30.339045
"483",751825883,2014,"TEXAS LAND CONSERVANCY","PO BOX 162481, AUSTIN, TX 78716",48453,10242709,1323902,-97.798582,30.2730973
"484",752573928,2014,"LEE PARK AND ARLINGTON HALL CONSERVANCY","PO BOX 190872, DALLAS, TX 75219",48113,290319,2547586,-96.8107577,32.8078864
"485",760621454,2014,"FRIENDS OF THE EDDIE V GRAY WETLANDS EDUCATION CENTER","PO BOX 638, BAYTOWN, TX 77522",48201,45728,50769,-94.9693741,29.769771
"486",742253593,2014,"CROWES NEST FARM INC","10300 TAYLOR LN, MANOR, TX 78653",48453,1086909,175627,-97.5325068,30.3012834
"487",371581800,2015,"GLEN ROSE BAND BOOSTER CLUB","PO BOX 3148, GLEN ROSE, TX 76043",48425,45651,50713,-97.7553061,32.2345872
"488",61693724,2014,"US GREEN BUILDING COUNCIL TEXAS GULF COAST CHAPTER","10401 WESTOFFICE DR, HOUSTON, TX 77042",48201,36168,90657,-95.551474,29.7199302
"489",751495717,2015,"FRIENDS OF THE FORT WORTH NATURE CENTER AND REFUGE INC","9601 FOSSIL RIDGE RD, FORT WORTH, TX 76135",48439,595915,441656,-97.4756516,32.845932
"490",752735104,2015,"PATON FAMILY CHARITABLE FOUNDATION","10 INTREPID CIR, ROCKWALL, TX 75032",48397,83264,23558,-96.4853372,32.8800088
"491",742441468,2015,"SUSTAINABLE FOOD CENTER","2921 E 17TH ST BLDG C, AUSTIN, TX 78702",48453,4544544,1958548,-97.7100801,30.278543
"492",270586701,2014,"CO2 IS GREEN INC","601 JEFFERSON STREET, HOUSTON, TX 77002",48201,5184,10000,-95.3723074,29.7532925
"493",371524180,2014,"CLEANING FOR A REASON","211 S STEMMONS FWY STE G, LEWISVILLE, TX 75067",48121,541824,697102,-97.0093007,33.0456273
"494",741692204,2014,"CITIZENS ENVIRONMENTAL COALITION EDUCATIONAL FUND","PO BOX 702, HOUSTON, TX 77001",48201,41293,118697,-95.37,29.77
"495",742879756,2014,"WIMBERLEY VALLEY WATERSHED ASSOCIATION","PO BOX 2534, WIMBERLEY, TX 78676",48209,2494504,1605509,-98.0986204,29.9974362
"496",760567365,2015,"PECKERWOOD GARDENS CONSERVATION FOUNDATION INC","20571 FM 359 RD, HEMPSTEAD, TX 77445",48473,480306,258474,-96.039607,30.057688
"497",742739793,2014,"COOPERATIVE TEAMWORK AND RECYCLING ASSISTANCE","3355 BEE CAVE RD BLDG 3 SUITE 304, AUSTIN, TX 78746",48453,408513,423452,-97.8032627,30.2751787
"498",742274448,2014,"SOUTH TEXAS BOTANICAL GARDENS AND NATURE CENTER","8545 S STAPLES ST, CORP CHRISTI, TX 78413",48355,1428726,843207,-97.4068542,27.6525155
"499",746060646,2014,"AUSTIN AREA GARDEN CENTER INC","2220 BARTON SPGS RD, AUSTIN, TX 78746",48453,326315,245898,-97.771468,30.2687172
"500",741696145,2014,"ECOLOGY ACTION OF TEXAS","PO BOX 1927, AUSTIN, TX 78767",48453,324928,420176,-97.739694,30.2694174
"501",237243633,2014,"SHERWOOD-ELMGROVE TRAIL ASSOCIATION","1075 KINGWOOD DR STE 100, KINGWOOD, TX 77339",48201,827071,258379,-95.2407799,30.0505449
"502",462191456,2014,"BUILDING CONSERVATION TRUST","6919 PORTWEST DR STE 100, HOUSTON, TX 77024",48201,665707,1253380,-95.4493617,29.7802681
"503",742627643,2014,"ENVIRONMENTAL FUND FOR TEXAS INC","PO BOX 1911, AUSTIN, TX 78767",48453,1458404,1060690,-97.739694,30.2694174
"504",752212157,2015,"EVERETT E AND ORABETH K WOODS FOUNDATION","PO BOX 5749, ABILENE, TX 79608",48441,139113,23165,-99.75,32.42
"505",263299387,2014,"FORT BEND GREEN","1 FLUOR DANIEL DR, SUGAR LAND, TX 77478",48157,145827,75412,-95.6262453,29.6053346
